epoch,accuracy,loss,val_accuracy,val_loss
0,0.5361080765724182,1.0782232284545898,0.6599525213241577,0.760281503200531
1,0.7690973877906799,0.5978426933288574,0.8394539952278137,0.4454306960105896
2,0.8311678767204285,0.4657913148403168,0.8151569366455078,0.49891725182533264
3,0.8577098846435547,0.4032052159309387,0.889643132686615,0.3366362154483795
4,0.8738836646080017,0.3638395667076111,0.8965798616409302,0.3070196509361267
5,0.8883973956108093,0.33058226108551025,0.8982491493225098,0.3022492825984955
6,0.8972632884979248,0.3046431839466095,0.8785147070884705,0.33072909712791443
7,0.9039961695671082,0.28619852662086487,0.939832329750061,0.20659393072128296
8,0.9093472361564636,0.2759137749671936,0.9337859153747559,0.21130861341953278
9,0.91307532787323,0.2624560594558716,0.912753164768219,0.2810280919075012
10,0.9183429479598999,0.25056755542755127,0.9377179145812988,0.20491060614585876
11,0.9221545457839966,0.24097147583961487,0.9548928141593933,0.16973555088043213
12,0.9247419238090515,0.2339458465576172,0.945878803730011,0.18166601657867432
13,0.9255951642990112,0.23047979176044464,0.9525929093360901,0.1681181639432907
14,0.9305937886238098,0.2187398225069046,0.958787739276886,0.15363536775112152
15,0.9299910068511963,0.2180863916873932,0.9480673670768738,0.17618265748023987
16,0.9317159652709961,0.21353119611740112,0.9402774572372437,0.1845758706331253
17,0.93327397108078,0.21017298102378845,0.9468803405761719,0.17597422003746033
18,0.9371876120567322,0.1995597630739212,0.8985829949378967,0.2896186411380768
19,0.9359912276268005,0.20139504969120026,0.9051487445831299,0.29398247599601746
20,0.9607619643211365,0.14157336950302124,0.9710289835929871,0.11906934529542923
21,0.9633957743644714,0.13432550430297852,0.9663550853729248,0.12245193868875504
22,0.9644159078598022,0.13086289167404175,0.9830477237701416,0.09494467824697495
23,0.9644344449043274,0.1291038990020752,0.9838266968727112,0.09101449698209763
24,0.9647497534751892,0.129153773188591,0.9814526438713074,0.09494919329881668
25,0.9662706851959229,0.12678484618663788,0.9850879311561584,0.08883672207593918
26,0.9674021005630493,0.1223302111029625,0.9837896227836609,0.08950455486774445
27,0.9671980738639832,0.12321747094392776,0.9755174517631531,0.10291950404644012
28,0.9672166109085083,0.12193510681390762,0.9854588508605957,0.08591601997613907
29,0.9680790901184082,0.119319386780262,0.9843831062316895,0.08857948333024979
30,0.9687190055847168,0.11893180012702942,0.9747014045715332,0.10445865988731384
31,0.968923032283783,0.11870279908180237,0.9857926964759827,0.08560769259929657
32,0.9681347608566284,0.1185634583234787,0.9836783409118652,0.08662167191505432
33,0.9699060320854187,0.11692158132791519,0.9873136281967163,0.08125504851341248
34,0.9707499742507935,0.11466483026742935,0.9868313670158386,0.08156809955835342
35,0.9693681597709656,0.11639892309904099,0.9885006546974182,0.07775018364191055
36,0.9699431657791138,0.1147928461432457,0.9784850478172302,0.09240230172872543
37,0.9713249802589417,0.11173194646835327,0.9895763993263245,0.07664190232753754
38,0.9707778096199036,0.11241918057203293,0.9781882762908936,0.09381163865327835
39,0.9712971448898315,0.11176320165395737,0.9874990582466125,0.07803120464086533
40,0.9709632992744446,0.11163337528705597,0.9897247552871704,0.07618194818496704
41,0.971204400062561,0.11068663746118546,0.990169882774353,0.07312970608472824
42,0.9702770113945007,0.11256993561983109,0.9867942929267883,0.08041925728321075
43,0.9721966981887817,0.10847855359315872,0.9911343455314636,0.07352975755929947
44,0.9716032147407532,0.10923417657613754,0.9887602925300598,0.0753074437379837
45,0.9729108214378357,0.1063477173447609,0.9898360371589661,0.07497868686914444
46,0.9730314016342163,0.10671577602624893,0.9888715744018555,0.07214383780956268
47,0.9723079800605774,0.10619238018989563,0.9800430536270142,0.08688287436962128
48,0.9723265767097473,0.10584463179111481,0.990689218044281,0.07084538042545319
49,0.9730870127677917,0.10647302865982056,0.9900586009025574,0.07159719616174698
50,0.9731519222259521,0.10423841327428818,0.9640551805496216,0.12087345123291016
51,0.973652720451355,0.10366680473089218,0.9915794730186462,0.06902236491441727
52,0.9732910394668579,0.10401005297899246,0.986571729183197,0.07813450694084167
53,0.9741442203521729,0.10233300924301147,0.9885748028755188,0.07089927047491074
54,0.9739494919776917,0.10338044911623001,0.9904295802116394,0.07121465355157852
55,0.9736897945404053,0.10327155888080597,0.9931004047393799,0.06780780106782913
56,0.9738567471504211,0.10403068363666534,0.9764819145202637,0.08791853487491608
57,0.9738752841949463,0.10334575921297073,0.9833073616027832,0.07864247262477875
58,0.9752756953239441,0.10120218992233276,0.99139404296875,0.06807378679513931
59,0.975247859954834,0.10093037784099579,0.9758142232894897,0.09404661506414413
60,0.9744224548339844,0.10222816467285156,0.9890199303627014,0.07251783460378647
61,0.9818786978721619,0.0856381356716156,0.9926181435585022,0.062231797724962234
62,0.9826298952102661,0.08361577242612839,0.9961050748825073,0.05789714306592941
63,0.9825556874275208,0.08337444067001343,0.995845377445221,0.058209825307130814
64,0.9825371503829956,0.08334828913211823,0.9933229684829712,0.05971500277519226
65,0.9836221933364868,0.0812351331114769,0.9943245053291321,0.05992629751563072
66,0.982982337474823,0.08226507902145386,0.9946212768554688,0.05910900980234146
67,0.9829173684120178,0.08219186961650848,0.9955857396125793,0.05759996548295021
68,0.9829452037811279,0.08141635358333588,0.9960679411888123,0.055954523384571075
69,0.9837891459465027,0.08047059923410416,0.9962534308433533,0.05522657930850983
70,0.9834274649620056,0.08044030517339706,0.9961050748825073,0.05615757405757904
71,0.9825093150138855,0.08185575902462006,0.9962534308433533,0.05577397346496582
72,0.9837520718574524,0.07969272881746292,0.9949551224708557,0.0564609169960022
73,0.9835665822029114,0.08051751554012299,0.9962534308433533,0.05543040484189987
74,0.9837149381637573,0.08040749281644821,0.9963647127151489,0.05465739220380783
75,0.9831956028938293,0.08042286336421967,0.9952518939971924,0.05689335986971855
76,0.9840673804283142,0.07969318330287933,0.9964759945869446,0.05458332598209381
77,0.9841415286064148,0.07873782515525818,0.9957712292671204,0.054640647023916245
78,0.983863353729248,0.07931201905012131,0.9965872764587402,0.05423002317547798
79,0.9842250347137451,0.07856844365596771,0.994992196559906,0.05561114102602005
80,0.9834460020065308,0.07951392978429794,0.9961421489715576,0.054622165858745575
81,0.9842621088027954,0.0786377564072609,0.9968469738960266,0.053926147520542145
82,0.9838818907737732,0.0795985534787178,0.9943987131118774,0.05780094116926193
83,0.9841137528419495,0.07890193164348602,0.9958083033561707,0.054411839693784714
84,0.9837798476219177,0.07909705489873886,0.9945841431617737,0.05632013455033302
85,0.9837984442710876,0.07864022254943848,0.9966243505477905,0.05334087461233139
86,0.9845218062400818,0.0781586617231369,0.9962534308433533,0.052936334162950516
87,0.9844475984573364,0.07807950675487518,0.995697021484375,0.0539063923060894
88,0.9844105243682861,0.07758472114801407,0.9959937930107117,0.05366990342736244
89,0.9846237897872925,0.07780960202217102,0.996735692024231,0.052582789212465286
90,0.9844754338264465,0.07787103205919266,0.9967727661132812,0.053131163120269775
91,0.9843363165855408,0.07746387273073196,0.9966243505477905,0.05263478308916092
92,0.9852173328399658,0.0771561786532402,0.9959195852279663,0.05372331291437149
93,0.9848463535308838,0.0772252306342125,0.994992196559906,0.055254194885492325
94,0.9846516251564026,0.0777510330080986,0.9958083033561707,0.05339311808347702
95,0.9862374663352966,0.07419359683990479,0.9968840479850769,0.05177896469831467
96,0.9863209128379822,0.0730535089969635,0.9966243505477905,0.051666367799043655
97,0.9865157008171082,0.07294761389493942,0.9971066117286682,0.051011621952056885
98,0.9866176843643188,0.07253733277320862,0.996735692024231,0.05118114873766899
99,0.9859128594398499,0.07428243011236191,0.9968469738960266,0.051077283918857574
100,0.9864507913589478,0.07323161512613297,0.9967727661132812,0.051547903567552567
101,0.9868124723434448,0.07181248813867569,0.9967727661132812,0.05093915015459061
102,0.9862003922462463,0.07313885539770126,0.996735692024231,0.05136048048734665
103,0.9867289662361145,0.07239292562007904,0.9970324039459229,0.050741374492645264
104,0.9872575998306274,0.07105734944343567,0.9968840479850769,0.05101795494556427
105,0.9870999455451965,0.07144466042518616,0.9969582557678223,0.05085265636444092
106,0.9868124723434448,0.07229085266590118,0.9969953298568726,0.05080181732773781
107,0.9872761368751526,0.07235981523990631,0.9970324039459229,0.05062558501958847
108,0.9871648550033569,0.0716652050614357,0.9970695376396179,0.0505501851439476
109,0.9871556162834167,0.0711354911327362,0.9969953298568726,0.05072641000151634
110,0.9867753386497498,0.07186930626630783,0.9971808195114136,0.050528090447187424
111,0.9867382645606995,0.0731242373585701,0.9970695376396179,0.05059366300702095
112,0.9867568016052246,0.07271657139062881,0.9970695376396179,0.05062982439994812
113,0.9869979023933411,0.07210102677345276,0.9970695376396179,0.050528187304735184
114,0.9873132705688477,0.07113348692655563,0.9970324039459229,0.050629351288080215
115,0.9866176843643188,0.07252614945173264,0.9970324039459229,0.05066210404038429
116,0.9870628714561462,0.07171276211738586,0.9970695376396179,0.05060487613081932
117,0.9864785671234131,0.07322947680950165,0.9970324039459229,0.050686366856098175
118,0.9862838387489319,0.0734662190079689,0.9970695376396179,0.050673313438892365
119,0.9869329929351807,0.07212314009666443,0.9969953298568726,0.05064370110630989
120,0.9869422912597656,0.07196659594774246,0.9971066117286682,0.05058819800615311
121,0.9870350360870361,0.07197243720293045,0.9969582557678223,0.05069727078080177
122,0.9872668981552124,0.07173363864421844,0.9969211220741272,0.05069143325090408
123,0.9869608283042908,0.07192905992269516,0.9969211220741272,0.05069575086236
124,0.9871833920478821,0.07157356292009354,0.9969582557678223,0.05068530887365341
125,0.9870442748069763,0.07128553837537766,0.9970695376396179,0.05057576671242714
126,0.9874801635742188,0.07118761539459229,0.9970695376396179,0.05054366588592529
127,0.9870906472206116,0.07183936983346939,0.9971066117286682,0.050425704568624496
